web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1596581638-153","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","chatomorgan","Fraud...Plastic instead as advertised glass...Brand new item also arived shattered....","Calificado en Estados Unidos el 12 de febrero de 2018","Well, what kind of review should one give when you pull the brand new screen protector out form its sheathing only to find it shattered, and, that it is plastic instead of the tempered glass as advertised.
The shattering most likely occurred in shipment, but the switching to plastic instead of glass as advertised was a deliberate act of fraud.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1596581648-193","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","L. J. Werbick","Good for the price, Great Customer Service.","Calificado en Estados Unidos el 25 de junio de 2017","Installation was easy and they include some directions and stickers to help apply it if needed (I found it easier to just line up the button hole and the edges and then drop a corner...the seal crawled across the screen and had no bubbles.

-1 star because it cracked in the middle in the first month while being used by a 6 year-old using her fingers to draw on it.  (no impacts or anything smacking the screen).

Plus side:  The vendor (SPARIN) offered to replace it for free after getting the details on what happened.  Replacement showed up a day later and is good so far.  Will update the review later if there are any further issues.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1596581613-47","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Savvy","Good but issues. Update:⭐️⭐️⭐️⭐️ Great customer service","Calificado en Estados Unidos el 5 de diciembre de 2018","It seems like a good screen protector. I have purchased many of these and have had no issues. I am not an expert but I am really good at putting these on. Family and friends comes to me to put them on their devices. With thst said, I have annoying bubbles that will not go away no matter what I do. I get them off but for some reason they return. Sooo annoying. So for that reason I have to give 3 stars
Update: wonderful customer service. They sent me a replacement to give it another  shot. By the time it came in the mail, the first one was lifting from the side about 2-3 inches. Basically have same issue. Cover doesnt seem to want to stay on, and a few small bubbles that I manage to push out but they come back. I will just leave this one on till I get annoyed enough. Because of the great customer service, i give ⭐️⭐️⭐️⭐️.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1596581631-122","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gorilla47","Finally, a thick cover that is easy to fit!","Calificado en Estados Unidos el 9 de abril de 2018","I did not understand how thick this cover actually was when I placed the order.  Most covers are a thin film that does not protect the case; however, this cover is very thick tempered glass.  Sparin  included a cleaning wipe & several cleaning ""tapes"" that did an excellent job removing dust particles when covering the iPad. It took several attempts to place the glass exactly right without any small dust particles but the thickness of the glass made it extremely easy.  Due to the fact that there is NO sticky stuff on the glass to deal with, placement was excellent if you make a mistake with alignment.  CAUTION: take your time DO NOT rush...remove all the dust from both mating surfaces.  This cover is most excellent and placement on the iPad was easy.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1596581611-31","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Beau Chevassus","Video: My Step-by-Step and review","Calificado en Estados Unidos el 21 de enero de 2019","Video review:

I bought this screen protector because...
1) I serve in developing countries filming for nonprofits (through Knok Studio) and I put a ton of stress on my devices and...
2) I have 2 young children.  Who are also on the road with me, serving in tough-on-technology countries.

So I thought, ""Why not add a 10 dollar added layer of protection to my $400 device?"" Right?

But in the long run I found this iPad screen protector doesn't really add that much to the apparent protection.  For me the amount of 'stickiness' you get (compared to the smooth iPad glass) is not worth it. Plus the possibility of putting this protector on without getting dust underneath is slim to none.  (see end of video and note all the bubbles around the edges... and I followed the instructions meticulously)

Honestly I would simply invest in a quality case that folds over the glass when not in use (like a book).

Do note: For a smart phone, it's different. I would actually suggest a screen protector because a small, phone device is always jostling up against keys in your pocket. iPads and tablets are different; when you're toting them around, they're always covered by the case.

Side note: If it's worth the gamble for you to buy and attempt a perfect, dust-free installation, more power to you. It's nice because if all else fails, there's no glue or sticky residue left on your original screen from this screen protector. So if you choose to peel it off and dispose of it (like I'm going to do most likely), your iPad is back to normal.  That's nice.

Hope this is helpful!

Other items you see in this video review:
iPad: https://smile.amazon.com/Apple-iPad-Generation-32GB-Wi-Fi/dp/B07CZMMQPM/
iPad Composition Book Case: https://smile.amazon.com/gp/product/B07CHH3Y8G","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1596581633-132","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","DoubleB","Only one complaint!","Calificado en Estados Unidos el 8 de enero de 2019","I loved the packaging it comes in it’s own durable box. The install was extremely easy! For anyone who has ever installed a screen, we all know what a pain it can be.

It comes with a unique install plan that has you create a hinge. I added my own addition which was a 3rd tab on the opposite side of the hinge to swing the screen protector.

The only “con” was the cut of the material. I wish it had been cut to fit the thumb hole and the camera like my last screen protector. This one has a hole for the thumb but it is cut just below the camera instead of above it with a hole for the camera.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1596581604-9","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Derek","Had this on my wishlist for far too long","Calificado en Estados Unidos el 8 de julio de 2019","I have owned my iPad 6th gen for almost a year and ever since I bought my first case for it I received recommendations to buy this screen protector. It wasn't until recently that I finally caved and bought it. Boy, do I regret tabling the decision for so long.

This screen protector works with most of the cases I own for my iPad and it does not impede the movement of the Apple Pencil or Logitech Crayon as the glide across the screen. Install was much easier than I thought it would be. Just watch the video and take your time.

This screen protector is well worth the price and effort needed to properly install it. It's the #1 rated glass screen protector for the iPad for good reason. It works!","5.0 de 5 estrellas","",""
"1596581648-195","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kurt","Sparin screen protector","Calificado en Estados Unidos el 12 de julio de 2016","Just installed it ... Works fine with your fingers ... Haven't tried the pencil yet.

Installation is a little tricky... I tried to use the hinge method in the directions but the sticky paper wasn't sticky enough and they came loose, so I just placed the screen down using the edges to hold onto and slowly put it into place... It was on right but it had bubbles... I tried to move the bubbles from the center to the edges without much success, so I tried something different... I picked up the left side from the edge using a fingernail at the top and bottom and raised it up enough to create a gap to the middle of the screen and then let the screen protector back down slowly and all the bubbles disappeared.  Did the same thing on the right side with similar results.  Doing it like this doesn't change the alignment of the screen on the iPad since half is still sticking while the other half is relaid from the center out eliminating the bubbles.

Packaging, supplies, product quality ... all first rate.  Screen seems to be extra hard, so it should offer good protection.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1596581631-126","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Miza","Ipad survived my 2 year old jumping on it. I repurchased this protector, and will again :)","Calificado en Estados Unidos el 16 de julio de 2018","This is amazing. With it installed, you can't even tell it's there! No issues with touch input or lighting, and the best part? It actually keeps your ipad screen SAFE!
I was worried that my new ipad would just implode on contact of my house since I have two young (and destructive) sons.
I nearly had a heart attack when my eldest told me that his brother had been JUMPING on my ipad. The screen was cracked he said. You can imagine my relief when I saw that it wasn't the screen that was broken, but the protector!
Immediately bought another one of these, and I'll buy another again if the need ever occurs.

TL;DR

Buy this. It keeps your screen protected.
It's amazing.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1596581607-18","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Boricuaguy","Disappears once installed.","Calificado en Estados Unidos el 29 de enero de 2019","I'm sure most people say this, but I've had more electronic devices than I can count and probably had about 3 times as many brands of screen protectors, most sufficient enough. SPARIN blows them all away. Not only was the installation practical and uncomplicated, once the glass melded to the screen, it all but vanished. Yes, you can see the edge... the button cutout is a hair bigger than the actual button... and the outer edge of the glass itself is also just a hair smaller than the surface of the device's face, not that it matters unless you have something that's 100% bezel-less. But other than this edge, the protector pretty much disappears. It feels like there's absolutely nothing between you and your screen.

Bottom line, from now on I will only buy SPARIN glass screen protectors. Even the price is fair. The packaging alone feels so premium you'll think you got a crazy discount on a high-end product. I bought these for both my wife's IPAD (6), and my Surface Pro 6. I will post this same review on both versions of the screen protector.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1596581641-162","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Katie","Love this screen protector","Calificado en Estados Unidos el 12 de abril de 2019","Pros:
-Extremely easy to install
-dust stickers were very helpful when removing pet hairs and dust
-feels better than the iPad screen itself

Cons:
-was a hard to push the bubbles out but it was much easier to just lift the screen and continually push the air out to prevent bubbles from forming
-because the protector goes to the outer edges of the screen, my case wasnt made for that extra height and pushes the screen up creating air pockets at the corners (as seen in the picture).
-perhaps a little too smooth (due to oleophobic coating) making it a bit harder to control the apple pencil when drawing
-finger prints only appear when my fingers are slightly moist (can only be seem when the screen is off) but disappears completely with a wipe of my sleeve so fingerprints are hardly an issue

Overall I love this product and it works well. I didn't test its scratch resistance but the hairline scratches I had on my iPad screen  itself  before are no lover visible.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1596581648-196","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mainette B.","Don't hesitate...buy this product from this seller!","Calificado en Estados Unidos el 7 de junio de 2017","I don't normally write reviews, but I just had to take a minute to let you all know how wonderful this product and this seller is. This is a beautiful tempered glass that fits on my iPad Pro 9.7"". It does not impede the sensitivity of the screen. The slightest touch of my fingers transfers right through this glass. My iPencil also works flawlessly as if there was no glass cover. Since it is tempered glass, there is no scratch marks or clouding of this screen protector.

The company is also a joy to work with. I need to have a replacement sent for my husbands glass. He's so cute, but not well trained. All I had to do was email the seller with my request. They answered me immediately! Asked a few questions, and then sent out the new one. The whole process took less than 5 days! That is what I call awesome customer service!

I will always order screen protectors from this seller. I was not paid for my opinion. I'm just a very impressed amazon customer.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1596581615-58","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Falisha S.","Frustrating","Calificado en Estados Unidos el 24 de marzo de 2019","EDIT:
My original review is below but wanted to update this review to say that the company did reach out to me and sent me replacement screens so I could give it another try. I will say that I am still not ""in love""  with these screens I will say that the replacement screens did go on better and with less dust and trapped air. Thanks to this company for standing by their products and they seem to be holding up quite well.

I appreciated the video showing the installation as well as providing ""guide"" stickers which are also very useful. Unfortunately this item has to be returned because I have never had any issues installing a screen protector before but after several attempts with this one, I was unable to eliminate either bubbles or dust. Unfortunately I was persuaded to purchase this based on amazing reviews I found this product extremely difficult and unfortunately ""re-application"" was not possible due to artifacts becoming stuck to the protector itself which renders the item useless.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1596581611-38","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sarah","Initially impressed but it cracked after only a couple weeks.","Calificado en Estados Unidos el 2 de diciembre de 2017","Initially I was pretty satisfied with this produt because it seemed really durable and was easy to apply. But it didn’t last like I anticipated.
I use my Apple Pencil with my iPad constantly, especially for art, so scratches are something I have to be really careful to avoid because they really interfere with the smoothness of my Pencil strokes. Unfortunately small grains can get underneath the Pencil tip and when I press down on the Pencil, it will scratch the screen. So I have to use a screen protector to prevent scratching the actual screen. I anticipated small scratches like this from Pencil strokes and was fine with it not being totally scratch resistant as long as it protected my iPad and didn’t crack. But after only a couple weeks of using this protector, I found a crack all the way across the screen, and I had my case on it and hadn’t dropped it. I’m not sure what happened, but I’m very let down that this product didn’t last long.","2.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1596581648-200","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Completely Impressed","Calificado en Estados Unidos el 1 de marzo de 2017","I'm not one to write reviews. When I received the email from SPARIN asking me to review the product it still had not arrived due to a shipping error by Amazon. So basically the email just went unnoticed. When the product did arrive, I immediately was impressed by the packaging. A heavy weight box with a great presentation to even include an icon that read ""explosion proof."" I want to test that part. When I opened the box I again was impressed. The screen protector was surrounded by a foam rubber frame to protect it, and also encased by two protective layers of styrofoam wrap. The company enclosed all of its literature in an envelope that made me think I was getting a greeting card along with my screen protector. They even included a ""happy / not happy"" card that reiterates their desire to provide you a good product or they will do what they can to make it right.
As for the screen protector, it seems solid. It has been on my iPad for less than 24 hours, and as long as it stands up to the torture that I know I will put it through, I am beyond happy with my purchase.
For some reason if the product does give me problems, I have a feeling the company will make it right. Great job.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1596581653-219","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sagittarian","Not so great for the price I paid.","Calificado en Estados Unidos el 14 de marzo de 2019","I followed the instructions to the letter.  I have applied many protectors to my iPhones, smartphones and iPads with no problems but this screen protector did not adhere to my iPad face too well as one side of the edge developed several air bubbles that were impossible to remove ( 1 small 1 medium and 1 large). If the bubbles were in any other place than the edge, I definitely would have returned it. Because I am an anal perfectionist, I will be looking for another screen protector that will do a better job than this expensive ten dollars for a single screen protector did. Any suggestions?","2.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1596581653-215","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Petesa1","Exact fit, with care","Calificado en Estados Unidos el 6 de mayo de 2019","This screen protector for my new iPad 6 is an exact fit, very nicely made with good instructions, very similar to the one for my smart phone.  I followed all of the procedures and still, due to my own clumsiness, found 2 bits of lint making small pimples, and a bubble that would not go away. While lifting the corner with the small plastic device to clear the bubble I cracked the corner.  All in all the screen cover glass does it's job and I plan to use it for now, flaws and all, it does protect the iPad screen","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1596581604-2","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Skizzie1","Excellent protector","Calificado en Estados Unidos el 1 de marzo de 2018","There were a lot of extra items in this kit to make sure it goes on correctly. I had no trouble actually putting it on and I didn’t need all of the extras for help. My issue is that I have lots of pets so flying pet hair IS a huge problem for me. So I had to do some prep work before attempting this. I cleaned my smallest bathroom and turned it into an actual “clean room”. I turned the exhaust fan off and central heat off so NOTHING would be flying around. I put on a full clean room suit, covered my hair and shoes. JUST KIDDING😹, but I did change my clothes so they were fur-free! Then I started the procedure: I cleaned the screen with their clean and dry wipes, then applied the protector as instructed. MOST IMPORTANT PART IS LINING IT UP! You really only get one shot because it will crack if you try to move it so make sure you are on target. Luckily I nailed it the first time and it went right on perfect! There was not a bubble, speck of dirt, or cat/dog fur to be found under the screen! I used the squeegee card to make sure it was completely affixed and VOILA! It is perfect. So most of you will not go to my silly extreme measures, but I have gone thru these things like qtips because of just haphazardly throwing them on. So it was worth the prep time to ensure this one did not end up in the trash. It is shiny and sooo strong and yet all of my touches and stylus work great with no issues. Hope it lasts and I don’t have to go thru this for a long time! Good luck. Let me know if this helpful to anyone.","5.0 de 5 estrellas","",""
"1596581607-14","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","rickwms","I couldn't make it work, maybe you can","Calificado en Estados Unidos el 10 de diciembre de 2017","I do not see how anyone outside of being in a dust free room can install this without dust landing on it.
It was almost like a comedy of errors that ended with me removing it and ordering a brand that replaces screens that have had trouble installing it.
I was looking forward to using this and it did not work for me.
Maybe you will have more luck than I did.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1596581638-158","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","nozama","Easy to install, air bubble out by natural way","Calificado en Estados Unidos el 9 de marzo de 2019","It is easy to install -
1) Let the bottom part of the screen protector touch Ipad's bottom part of the screen edge
2) Align the home button circle with the screen protector hole
3) While still lifting the top two corners, try to align top corners
4) Gradually lower down the top corners which are being hold by two hands
5) If it doesn't fit the corner, lift your hands to re-position gently. It is very easy to come out.
6) If every corners are aligned properly let go of the two top corners
7) While you are letting go of the two corners, you will see air escaping from the protector. This is the most enjoyable moment :)
Good Luck!!!
Note: The above procedure was done on a brand new, out of box unit. Cleaning before installing is important. So make sure the surface is free from lints and grease. There are plenty of small particle in the air that might fall on the surface to cause the air bubble!!!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1596581643-179","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tiffani","The BEST screen protector I have ever applied!","Calificado en Estados Unidos el 9 de diciembre de 2018","I opened this up at the same time as I opened up my new ipad 6. After removing the packaging from the iPad, there were enough particles to warrant a cleaning before applying the screen protector. I followed the instructions carefully, and most importantly, WATCHED THE INSTRUCTIONAL VIDEO. I had the new screen protector on my iPad in under 10 minutes. I was very caution as I placed the protector down onto the glass, but it melded seamlessly to the iPad screen, not one single bubble of air or particle of dust!! You can't even tell its there!
I have had many phones and electronics over the past 15 or so years and applying a screen protector is something I dreaded doing because they never came put just right. This was super easy and came out perfect the first time!
Take your time, watch the video, and follow the directions carefully and I am sure your installation will be as seamless as mine! Thanks!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1596581615-51","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","redsoxgirl807","You get only one shot","Calificado en Estados Unidos el 22 de julio de 2019","This seems to be a pretty good screen protector, especially for the price. I read the instructions and watched the suggested YouTube instruction video. The process is simple enough. HOWEVER, I missed a small speck of dust in the corner as I was placing the protector.  I noticed it right away and lifted the corner (which is where it was, right near the edge) and used the dust absorber again. The dust is gone but now the corner won’t adhere to the glass no matter how many times I tried to smooth it out, it just lifts again. Also, the area where I lifted now appears to be scratched even though I was super careful.

I’m pretty obsessive when aligning things and making sure it’s perfect so I was annoyed that I missed a speck of dust. Other screen protectors I have used in the past are more forgiving if you have to lift and replace them.

My advise to you is to check and double check that you have removed all dust (and while I didn’t have this problem, make sure it’s aligned properly too).  This protector is unforgiving. You get one shot at getting it right.","2.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1596581607-19","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dr. Rylie Avants","Didn't even last 3 months!","Calificado en Estados Unidos el 17 de octubre de 2017","This product chipped very easily around the edges. I used it for just a couple of month and it broke completely where one of the chips were. This is not a very heavy duty protector. I'm just glad it saved my screen from breaking.

The crazy thing is it broke when I was on a flight and it was in my computer bag. My iPad pro has a case on it so the screen was not exposed. It is still a mystery how it actually broke.

I would not recommend this product. Waste of money.

I have 2 other iPads and I have had the same screen protectors on them for over a year and neither one of them even have a chip in them and I have used them everyday. I have dropped stuff on them and they have stayed string. Not sure why this product is so flimsy and didn't last.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1596581638-157","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ctse","Updated to 4 stars after the replacement from the two stars is just for packaging and amazon's shipping.","Calificado en Estados Unidos el 23 de agosto de 2016","Update- 9/17/2016
I received a replacement from SPARIN with video links for installing the screen glass.
This time around the glass fit Good but not perfect. I still feel like there is a bit space uncovered by the screen glass toward the right edges of the ipad pro 9.7.  And the Guide stickers provided with the package isn't used in the installation video, so I skipped that part myself. I wonder how it is used appropriately.
However, the positive aspect of it is there is no air bubbles trapped during the installation. And the biggest plus is, it doesn't hampers the functionality of apple pencil.

Old review:
The screen protector doesn't align well over the ipad screen. It is narrower toward the top and thereby leaves a large gap to one side of the ipad screen. Whats the point of screen protector which doesn't fit well over the ipad? Maybe I got a defective piece. I don't know.  I wrote to Sparin customer care and someone responded with a video link on how to install the protector, which doesn't solve the problem of it not fitting over the ipad screen.
Anyway, I can't recommend this product to anyone. Maybe only if you want to try your luck and get a good piece which fits.
The two stars is just for packaging and amazon's shipping.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1596581631-127","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kamal","Cracks formed in couple of months!","Calificado en Estados Unidos el 10 de enero de 2017","looked and felt great initial few days but hardly couple of month of usage and already see there is a crack on the screen. no, i didn't hit anywhere or dropped my iPad. i use my gadgets very gently and responsibly. not sure this crack got formed due to a bubble (there was no visible bubble after installation) tried to come out or due to winter but either way, it's not that strong as marketed. again, not sure how the ""life time warranty"" is marketed!!!","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1596581620-71","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","andie","Look elsewhere","Calificado en Estados Unidos el 9 de marzo de 2019","this might be an effective screen protector but It doesn't matter if it ""does the job"" if it resists a decent installation. This company gets two stars for having the tools to do it right - except the so-called ""bubble card"" was not in my package for some reason - but the screen protector itself resisted sticking. i tried to use my iPad an hour later and the protector actually moved around. trying to reset it only made smudges appear underneath. followed directions exactly. getting a different one. wasted money and effort here.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
